mab_uid,mab_name,Protein_RefID,virus_id,virus_name,Family,Organism,Species,Epitope,pubmed_id,Target Protein,Target type,Target,Target name,Assay type,Assay,Quantitative measure,Unit,disease_id,disease_name
57_anti-DENV-9B3,anti-DENV-9B3,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa 309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),28,μg/ml,DOID:12205,DOID:12205
58_anti-DENV-9B3,anti-DENV-9B3,,11060,DENV2,,,,aa 309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),20,μg/ml,DOID:12205,DOID:12205
59_anti-DENV-9B3,anti-DENV-9B3,,11069,DENV3,,,,aa 309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),1.5,μg/ml,DOID:12205,DOID:12205
60_anti-DENV-9B3,anti-DENV-9B3,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa 309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),46,μg/ml,DOID:12205,DOID:12205
61_anti-DENV-5B1,anti-DENV-5B1,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
62_anti-DENV-5B1,anti-DENV-5B1,,11060,DENV2,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),45,μg/ml,DOID:12205,DOID:12205
63_anti-DENV-5B1,anti-DENV-5B1,,11069,DENV3,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),11,μg/ml,DOID:12205,DOID:12205
64_anti-DENV-5B1,anti-DENV-5B1,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
65_anti-DENV-5B3,anti-DENV-5B3,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
66_anti-DENV-5B3,anti-DENV-5B3,,11060,DENV2,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),56,μg/ml,DOID:12205,DOID:12205
67_anti-DENV-5B3,anti-DENV-5B3,,11069,DENV3,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
68_anti-DENV-5B3,anti-DENV-5B3,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
69_anti-DENV-5F13,anti-DENV-5F13,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
70_anti-DENV-5F13,anti-DENV-5F13,,11060,DENV2,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
71_anti-DENV-5F13,anti-DENV-5F13,,11069,DENV3,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
72_anti-DENV-5F13,anti-DENV-5F13,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
73_anti-DENV-2C3,anti-DENV-2C3,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa361–372,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
74_anti-DENV-2C3,anti-DENV-2C3,,11060,DENV2,,,,aa361–372,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
75_anti-DENV-2C3,anti-DENV-2C3,,11069,DENV3,,,,aa361–372,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
76_anti-DENV-2C3,anti-DENV-2C3,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa361–372,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
77_anti-DENV-4C58,anti-DENV-4C58,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa365–376,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
78_anti-DENV-4C58,anti-DENV-4C58,,11060,DENV2,,,,aa365–376,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
79_anti-DENV-4C58,anti-DENV-4C58,,11069,DENV3,,,,aa365–376,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
80_anti-DENV-4C58,anti-DENV-4C58,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa365–376,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
81_anti-DENV-2D13,anti-DENV-2D13,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),27,μg/ml,DOID:12205,DOID:12205
82_anti-DENV-2D13,anti-DENV-2D13,,11060,DENV2,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),0.03,μg/ml,DOID:12205,DOID:12205
83_anti-DENV-2D13,anti-DENV-2D13,,11069,DENV3,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),4.9,μg/ml,DOID:12205,DOID:12205
84_anti-DENV-2D13,anti-DENV-2D13,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),3.5,μg/ml,DOID:12205,DOID:12205
85_anti-DENV-3B8,anti-DENV-3B8,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),113,μg/ml,DOID:12205,DOID:12205
86_anti-DENV-3B8,anti-DENV-3B8,,11060,DENV2,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),180,μg/ml,DOID:12205,DOID:12205
87_anti-DENV-3B8,anti-DENV-3B8,,11069,DENV3,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),173,μg/ml,DOID:12205,DOID:12205
88_anti-DENV-3B8,anti-DENV-3B8,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),4.6,μg/ml,DOID:12205,DOID:12205
89_anti-DENV-4A19,anti-DENV-4A19,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),136,μg/ml,DOID:12205,DOID:12205
90_anti-DENV-4A19,anti-DENV-4A19,,11060,DENV2,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),7.3,μg/ml,DOID:12205,DOID:12205
91_anti-DENV-4A19,anti-DENV-4A19,,11069,DENV3,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),11,μg/ml,DOID:12205,DOID:12205
92_anti-DENV-4A19,anti-DENV-4A19,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),36,μg/ml,DOID:12205,DOID:12205
93_anti-DENV-2E5,anti-DENV-2E5,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
94_anti-DENV-2E5,anti-DENV-2E5,,11060,DENV2,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),10,μg/ml,DOID:12205,DOID:12205
95_anti-DENV-2E5,anti-DENV-2E5,,11069,DENV3,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),0.1,μg/ml,DOID:12205,DOID:12205
96_anti-DENV-2E5,anti-DENV-2E5,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
97_anti-DENV-1C5,anti-DENV-1C5,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
98_anti-DENV-1C5,anti-DENV-1C5,,11060,DENV2,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
99_anti-DENV-1C5,anti-DENV-1C5,,11069,DENV3,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
100_anti-DENV-1C5,anti-DENV-1C5,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
101_anti-DENV-2C7,anti-DENV-2C7,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),195,μg/ml,DOID:12205,DOID:12205
102_anti-DENV-2C7,anti-DENV-2C7,,11060,DENV2,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),38,μg/ml,DOID:12205,DOID:12205
103_anti-DENV-2C7,anti-DENV-2C7,,11069,DENV3,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),19,μg/ml,DOID:12205,DOID:12205
104_anti-DENV-2C7,anti-DENV-2C7,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),200,μg/ml,DOID:12205,DOID:12205
105_anti-DENV-2C49,anti-DENV-2C49,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),51,μg/ml,DOID:12205,DOID:12205
106_anti-DENV-2C49,anti-DENV-2C49,,11060,DENV2,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),103,μg/ml,DOID:12205,DOID:12205
107_anti-DENV-2C49,anti-DENV-2C49,,11069,DENV3,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),60,μg/ml,DOID:12205,DOID:12205
108_anti-DENV-2C49,anti-DENV-2C49,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),200,μg/ml,DOID:12205,DOID:12205
109_anti-DENV-2E14,anti-DENV-2E14,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),57,μg/ml,DOID:12205,DOID:12205
110_anti-DENV-2E14,anti-DENV-2E14,,11060,DENV2,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),78,μg/ml,DOID:12205,DOID:12205
111_anti-DENV-2E14,anti-DENV-2E14,,11069,DENV3,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),29,μg/ml,DOID:12205,DOID:12205
112_anti-DENV-2E14,anti-DENV-2E14,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),125,μg/ml,DOID:12205,DOID:12205
113_anti-DENV-3A37,anti-DENV-3A37,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),7.7,μg/ml,DOID:12205,DOID:12205
114_anti-DENV-3A37,anti-DENV-3A37,,11060,DENV2,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),12,μg/ml,DOID:12205,DOID:12205
115_anti-DENV-3A37,anti-DENV-3A37,,11069,DENV3,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),1.9,μg/ml,DOID:12205,DOID:12205
116_anti-DENV-3A37,anti-DENV-3A37,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),33,μg/ml,DOID:12205,DOID:12205
117_anti-DENV-3A3,anti-DENV-3A3,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),54,μg/ml,DOID:12205,DOID:12205
118_anti-DENV-3A3,anti-DENV-3A3,,11060,DENV2,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),75,μg/ml,DOID:12205,DOID:12205
119_anti-DENV-3A3,anti-DENV-3A3,,11069,DENV3,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),200,μg/ml,DOID:12205,DOID:12205
120_anti-DENV-3A3,anti-DENV-3A3,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),180,μg/ml,DOID:12205,DOID:12205
121_anti-DENV-3E31,anti-DENV-3E31,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),5.6,μg/ml,DOID:12205,DOID:12205
122_anti-DENV-3E31,anti-DENV-3E31,,11060,DENV2,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),2.5,μg/ml,DOID:12205,DOID:12205
123_anti-DENV-3E31,anti-DENV-3E31,,11069,DENV3,,,,aa309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),0.4,μg/ml,DOID:12205,DOID:12205
124_anti-DENV-3E31,anti-DENV-3E31,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),41,μg/ml,DOID:12205,DOID:12205
125_anti-DENV-1D51,anti-DENV-1D51,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
126_anti-DENV-1D51,anti-DENV-1D51,,11060,DENV2,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
127_anti-DENV-1D51,anti-DENV-1D51,,11069,DENV3,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
128_anti-DENV-1D51,anti-DENV-1D51,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),100,μg/ml,DOID:12205,DOID:12205
129_anti-DENV-2B11,anti-DENV-2B11,,11053,DENV1,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),10,μg/ml,DOID:12205,DOID:12205
130_anti-DENV-2B11,anti-DENV-2B11,,11060,DENV2,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),1.9,μg/ml,DOID:12205,DOID:12205
131_anti-DENV-2B11,anti-DENV-2B11,,11069,DENV3,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),0.1,μg/ml,DOID:12205,DOID:12205
132_anti-DENV-2B11,anti-DENV-2B11,,11070,DENV4,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),17,μg/ml,DOID:12205,DOID:12205
133_anti-DENV-5A1,anti-DENV-5A1,PDB: 4BZ2,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa 309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),87,μg/ml,DOID:12205,DOID:12205
134_anti-DENV-5A1,anti-DENV-5A1,PDB: 4BZ2,11060,DENV2,,,,aa 309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),60,μg/ml,DOID:12205,DOID:12205
135_anti-DENV-5A1,anti-DENV-5A1,PDB: 4BZ2,11069,DENV3,,,,aa 309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),76,μg/ml,DOID:12205,DOID:12205
136_anti-DENV-5A1,anti-DENV-5A1,PDB: 4BZ2,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa 309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),79,μg/ml,DOID:12205,DOID:12205
137_anti-DENV-3D3,anti-DENV-3D3,PDB: 4BZ2,11053,DENV1,Flavivirus,dengue virus type 4,DENV,aa 309–320,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),96,μg/ml,DOID:12205,DOID:12205
138_anti-DENV-3D3,anti-DENV-3D3,PDB: 4BZ2,11060,DENV2,,,,aa 309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),167,μg/ml,DOID:12205,DOID:12205
139_anti-DENV-3D3,anti-DENV-3D3,PDB: 4BZ2,11069,DENV3,,,,aa 309–320,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),9.3,μg/ml,DOID:12205,DOID:12205
140_anti-DENV-3D3,anti-DENV-3D3,PDB: 4BZ2,11070,DENV4,Flavivirus,dengue virus type 4,DENV,aa 309–320,23851440,"Genome polyprotein, Envelope protein E",protein,UniProt: Q7TGC7 dengue virus type 4,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),89,μg/ml,DOID:12205,DOID:12205
141_anti-DENV-2D73,anti-DENV-2D73,PDB: 4BZ2,11053,DENV1,Flavivirus,dengue virus type 4,DENV,NB,23851440,"Genome polyprotein, Envelope protein E",protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),143,μg/ml,DOID:12205,DOID:12205
142_anti-DENV-2D73,anti-DENV-2D73,PDB: 4BZ2,11060,DENV2,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),0.3,μg/ml,DOID:12205,DOID:12205
143_anti-DENV-2D73,anti-DENV-2D73,PDB: 4BZ2,11069,DENV3,,,,NB,23851440,,protein,,"Genome polyprotein, Envelope protein E",Neutralization,ELISPOT-MNT (IC50),0.1,μg/ml,DOID:12205,DOID:12205
